loc,entity,risk_score,complexity,revisions,risk_factor
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/InlineRequire.js,0.55,1,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/InlineRequire.js,0.55,1,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/InlineRequire.js,0.55,1,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/InlineRequire.js,0.55,1,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/inline/InlineRequire.js,0.55,1,1,low
21,packages/use-sync-external-store/src/useSyncExternalStoreShimServer.js,0.55,1,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/InlineRequire.js,0.55,1,1,low
21,packages/react-devtools-shared/src/hooks/__tests__/__source__/index.js,0.55,1,1,low
20,packages/react-devtools-timeline/src/view-base/index.js,0.55,1,1,low
3,packages/react-devtools-extensions/icons/16-outdated.png,0.55,4,1,low
19,packages/react-devtools-shared/src/hooks/__tests__/__source__/__untransformed__/ComponentWithExternalUseEffect.js,0.55,1,1,low
19,packages/react-devtools-timeline/src/content-views/utils/__tests__/__modules__/module-two.js,0.55,1,1,low
5,packages/react-devtools-extensions/icons/16-unminified.png,0.54,3,1,low
17,packages/use-sync-external-store/src/forks/useSyncExternalStore.forward-to-shim.js,0.54,1,1,low
8,packages/use-sync-external-store/npm/with-selector.js,0.53,2,1,low
4,packages/react-dom/npm/static.js,0.53,3,1,low
4,packages/react-devtools-extensions/icons/32-development.png,0.53,3,1,low
4,packages/react-devtools-extensions/icons/32-restricted.png,0.53,3,1,low
14,packages/react-devtools-shared/src/hooks/parseHookNames/parseSourceAndMetadata.worker.js,0.53,1,1,low
0,packages/react-devtools-scheduling-profiler/src/view-base/BackgroundColorView.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ToDoList.js.map,0.52,1,2,low
0,packages/react-devtools-shell/src/e2e/apps/ListApp.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/view-base/vertical-scroll-overflow/VerticalScrollOverflowView.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/SchedulingProfiler.css,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/import-worker/importFile.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ComponentWithExternalCustomHooks.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/index.js,0.52,1,2,low
0,packages/react-dom/testing.experimental.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/InlineRequire.js.map,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/README.md,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ComponentUsingHooksIndirectly.js,0.52,1,2,low
0,packages/react-dom/src/server/ReactDOMServerLegacyPartialRendererBrowser.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/content-views/utils/__tests__/moduleFilters-test.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/useTheme.js.map,0.52,1,2,low
0,packages/react-devtools-timeline/src/ImportButton.css,0.52,1,2,low
0,packages/react-devtools-extensions/src/parseHookNames/parseSourceAndMetadata.worker.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/index.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ToDoList.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ComponentUsingHooksIndirectly.js,0.52,1,2,low
0,packages/create-subscription/src/createSubscription.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ToDoList.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/Example.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index-map/ToDoList.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/InlineRequire.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/ComponentWithNestedHooks.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index-map/useTheme.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/content-views/utils/__tests__/__modules__/module-two.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/Example.js.map,0.52,1,2,low
0,.prettierignore,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index-map/ComponentWithNestedHooks.js,0.52,1,2,low
0,scripts/eslint-rules/__tests__/invariant-args-test.internal.js,0.52,1,2,low
0,packages/use-sync-external-store/index.native.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/SourceMapUtils.js,0.52,1,2,low
0,packages/react-devtools-shared/src/TimeoutError.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/ComponentWithCustomHook.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ContainingStringSourceMappingURL.js,0.52,1,2,low
0,packages/react-native-renderer/src/ReactNativeGetListener.js,0.52,1,2,low
0,packages/use-sync-external-store/npm/index.native.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/useTheme.js.map,0.52,1,2,low
0,packages/react/unstable-shared-subset.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ToDoList.js,0.52,1,2,low
0,packages/react-devtools-shared/src/__tests__/inspectedElementSerializer.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/useTheme.js,0.52,1,2,low
0,packages/react-dom/src/server/ReactDOMLegacyServerNode.classic.fb.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/content-views/NetworkMeasuresView.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__untransformed__/ComponentWithNestedHooks.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ToDoList.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/InlineRequire.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ToDoList.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index-map/Example.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/parseHookNames/loadSourceAndMetadata.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/useTheme.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/no-columns/index.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/getHookNameForLocation-test.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/ToDoList.js,0.52,1,2,low
0,scripts/circleci/check_minified_errors.sh,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/useTheme.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithMultipleHooksPerLine.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/InlineRequire.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/ContainingStringSourceMappingURL.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index-map/ComponentUsingHooksIndirectly.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ContainingStringSourceMappingURL.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/InlineRequire.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ComponentUsingHooksIndirectly.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index-map/index.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/view-base/resizable/ResizableView.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ComponentWithNestedHooks.js.map,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/view-base/vertical-scroll-overflow/index.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentUsingHooksIndirectly.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/index.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/ComponentWithCustomHook.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ContainingStringSourceMappingURL.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/generateHookMap-test.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ContainingStringSourceMappingURL.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/view-base/useCanvasInteraction.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/useTheme.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index.js.map,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/content-views/ThrownErrorsView.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/view-base/vertical-scroll-overflow/VerticalScrollBarView.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ToDoList.js.map,0.52,1,2,low
0,packages/use-sync-external-store/extra.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentUsingHooksIndirectly.js.map,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/view-base/resizable/ResizeBarView.js,0.52,1,2,low
0,scripts/eslint-rules/invariant-args.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index-map/ComponentWithMultipleHooksPerLine.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/Example.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ComponentWithNestedHooks.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index.js.map,0.52,1,2,low
0,packages/create-subscription/README.md,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/registerExtensionsEventLogger.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/Example.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ComponentWithMultipleHooksPerLine.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index-map/InlineRequire.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ComponentWithNestedHooks.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithExternalCustomHooks.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/generateHookMap.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithNestedHooks.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithExternalCustomHooks.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ComponentUsingHooksIndirectly.js.map,0.52,1,2,low
0,packages/react-devtools-shared/src/devtools/views/DuplicateInstallationDialog.js,0.52,1,2,low
0,packages/react-devtools-timeline/src/SchedulingProfilerContext.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ContainingStringSourceMappingURL.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/ComponentUsingHooksIndirectly.js,0.52,1,2,low
0,packages/shared/invariant.js,0.52,1,2,low
0,packages/use-sync-external-store/npm/extra.js,0.52,1,2,low
0,packages/react-devtools-timeline/src/SchedulingProfiler.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/view-base/vertical-scroll-overflow/withVerticalScrollbarLayout.js,0.52,1,2,low
0,packages/react-devtools/get-commit-list.js,0.52,1,2,low
0,scripts/devtools/.gitignore,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__untransformed__/ComponentWithUseState.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/content-views/utils/moduleFilters.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithNestedHooks.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ComponentWithCustomHook.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/index.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/no-columns/ComponentWithNestedHooks.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/Example.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ContainingStringSourceMappingURL.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentUsingHooksIndirectly.js.map,0.52,1,2,low
0,packages/react-devtools-shared/src/devtools/views/Components/HookNamesContext.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/constants.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/content-views/utils/__tests__/__modules__/module-one.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index-map/ComponentWithExternalCustomHooks.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index-map/ContainingStringSourceMappingURL.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/index.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/index.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/InlineRequire.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__untransformed__/ComponentWithUnnamedCustomHooks.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/InlineRequire.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/useTheme.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/ComponentWithExternalCustomHooks.js,0.52,1,2,low
0,packages/react-devtools-shell/app.html,0.52,1,2,low
0,packages/use-sync-external-store/src/__tests__/useSyncExternalStore-test.js,0.52,1,2,low
0,packages/react-dom/src/__tests__/ReactDOMTestSelectors-test.internal.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithExternalCustomHooks.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/index.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/Example.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ContainingStringSourceMappingURL.js.map,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/utils/formatting.js,0.52,1,2,low
0,packages/react-devtools-timeline/src/SchedulingProfiler.css,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/Example.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ComponentWithExternalCustomHooks.js.map,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/view-base/resizable/index.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithNestedHooks.js.map,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/view-base/utils/scrollState.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/useTheme.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/ComponentWithExternalCustomHooks.js,0.52,1,2,low
0,packages/react-devtools-scheduling-profiler/src/view-base/VerticalScrollOverflowView.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/ComponentWithMultipleHooksPerLine.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ComponentWithExternalCustomHooks.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/index-map/ComponentWithMultipleHooksPerLine.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/InlineRequire.js.map,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/no-columns/ComponentWithCustomHook.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/getHookNameForLocation.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/ComponentWithNestedHooks.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/react-sources-extended/index-map/Example.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/fb-sources-extended/index-map/ComponentWithNestedHooks.js,0.52,1,2,low
0,packages/react-devtools-extensions/src/__tests__/__source__/ComponentWithNestedHooks.js,0.52,1,2,low
0,.gitignore,0.52,1,2,low
0,scripts/devtools/release.js,0.52,1,2,low
2,packages/react-devtools-inline/hookNames.js,0.52,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/useTheme.js.map,0.52,5,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ComponentWithCustomHook.js.map,0.52,5,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/Example.js.map,0.52,5,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithNestedHooks.js.map,0.52,5,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ComponentWithMultipleHooksPerLine.js.map,0.52,5,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/InlineRequire.js.map,0.52,5,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ToDoList.js.map,0.52,5,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithExternalCustomHooks.js.map,0.52,5,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithNestedHooks.js.map,0.52,5,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/useTheme.js.map,0.52,5,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/useTheme.js.map,0.52,5,1,low
12,packages/react-devtools-timeline/src/view-base/vertical-scroll-overflow/index.js,0.52,1,1,low
12,packages/react-devtools-extensions/icons/128-restricted.png,0.52,1,1,low
11,packages/react-dom/unstable_testing.stable.js,0.51,1,1,low
11,packages/react-dom/static.js,0.51,1,1,low
11,packages/use-sync-external-store/src/forks/isServerEnvironment.native.js,0.51,1,1,low
3,packages/react-devtools-extensions/icons/48-unminified.png,0.51,3,1,low
3,packages/react-devtools-extensions/icons/48-development.png,0.51,3,1,low
5,packages/react-devtools-extensions/icons/16-production.png,0.50,2,1,low
5,packages/react-devtools-extensions/icons/16-disabled.png,0.50,2,1,low
5,packages/react-devtools-extensions/icons/16-deadcode.png,0.50,2,1,low
8,packages/react-devtools-timeline/src/CanvasPage.css,0.49,1,1,low
8,packages/use-sync-external-store/npm/shim/index.native.js,0.49,1,1,low
8,packages/use-sync-external-store/npm/shim/index.js,0.49,1,1,low
4,packages/react-devtools-extensions/icons/32-disabled.png,0.49,2,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/InlineRequire.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/index.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/Example.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ContainingStringSourceMappingURL.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithCustomHook.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithNestedHooks.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/Example.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/Example.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ToDoList.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/useTheme.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ToDoList.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/bundle/index.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithExternalCustomHooks.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ComponentWithExternalCustomHooks.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/Example.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/Example.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ComponentWithNestedHooks.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithMultipleHooksPerLine.js.map,0.48,4,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithCustomHook.js.map,0.48,4,1,low
6,packages/react/src/ReactServerContextRegistry.js,0.47,1,1,low
3,packages/react-devtools-timeline/README.md,0.47,2,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ComponentUsingHooksIndirectly.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ToDoList.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ComponentWithNestedHooks.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithCustomHook.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentUsingHooksIndirectly.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ToDoList.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ComponentWithExternalCustomHooks.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/InlineRequire.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ContainingStringSourceMappingURL.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithExternalCustomHooks.js.map,0.45,3,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ComponentWithCustomHook.js.map,0.45,3,1,low
4,packages/react-devtools-extensions/icons/48-outdated.png,0.45,1,1,low
4,packages/react-devtools-extensions/icons/32-deadcode.png,0.45,1,1,low
3,packages/react-devtools-extensions/icons/48-deadcode.png,0.43,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js.map,0.42,2,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithExternalCustomHooks.js.map,0.42,2,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ContainingStringSourceMappingURL.js.map,0.42,2,1,low
